38.0,1.09399738985676E+016,5393.0,-13086.0,-98.0,1814347.0,10820149.0,3637.0,7728.0,-5200.0,-9389.0,-3139.0,-1410.0
4.0,1.0939974180959E+016,28111.0,-18240.0,-182.0,2810011.0,8774364.0,-9783.0,-2068.0,33.0,3251.0,-6251.0,-7095.0
69.0,1.09399741849384E+016,5166.0,-13010.0,292.0,5365766.0,13159713.0,7637.0,6453.0,-140.0,8616.0,5002.0,-854.0
99.0,1.09399742102897E+016,25028.0,20927.0,1610.0,204965.0,1267448.0,7359.0,-2528.0,-6280.0,-6978.0,-7062.0,1194.0
10.0,1.09399742486063E+016,-6352.0,15377.0,691.0,120669.0,5960401.0,-4961.0,7631.0,-4141.0,-6479.0,7535.0,-1113.0
8.0,1.09399743485693E+016,-7209.0,-10129.0,141.0,175964.0,6381033.0,-5798.0,-2743.0,7671.0,-8687.0,-2488.0,4281.0
61.0,1.09399743762548E+016,24752.0,20674.0,-407.0,911762.0,5276892.0,8462.0,4762.0,-2390.0,6391.0,7689.0,160.0
54.0,1.09399746430107E+016,18713.0,-20487.0,124.0,2437526.0,15002570.0,8278.0,-4782.0,2930.0,9779.0,-1457.0,1493.0
4.0,1.09399746690039E+016,28109.0,-18240.0,-182.0,2845502.0,8310585.0,-9786.0,-2054.0,32.0,-56.0,-6685.0,-7436.0
59.0,1.09399746732413E+016,33518.0,-3432.0,235.0,374334.0,1711181.0,2109.0,-9345.0,-2863.0,-8713.0,246.0,-4900.0
53.0,1.09399747703681E+016,19357.0,-20487.0,-353.0,3681894.0,8847262.0,7300.0,-5967.0,-3329.0,-7595.0,3413.0,-5536.0
10.0,1.09399747766035E+016,-6352.0,15377.0,690.0,155966.0,7906399.0,-5390.0,7327.0,-4153.0,-6897.0,7137.0,-1216.0
14.0,1.09399748431906E+016,27364.0,-29124.0,-290.0,1012581.0,65440485.0,-8.0,791.0,-9968.0,-675.0,-9976.0,-136.0
8.0,1.09399748605657E+016,-7210.0,-10129.0,143.0,194985.0,5582805.0,-4749.0,-1174.0,8721.0,-8064.0,511.0,5890.0
74.0,1.0939974940835E+016,21619.0,-20358.0,898.0,1845719.0,20091874.0,-3468.0,-9294.0,1256.0,-595.0,-9979.0,229.0
68.0,1.09399749641246E+016,22103.0,-9399.0,683.0,907604.0,2817379.0,8320.0,-1477.0,-5346.0,-7499.0,2739.0,-6020.0
19.0,1.0939975036975E+016,24094.0,-22880.0,366.0,7587560.0,13807010.0,3678.0,9253.0,917.0,1412.0,9899.0,19.0
16.0,1.09399750448036E+016,33100.0,-23753.0,-28.0,5493147.0,26495797.0,-8294.0,-5569.0,-436.0,-7797.0,-6149.0,-1170.0
4.0,1.09399751570485E+016,28108.0,-18240.0,-183.0,2816421.0,7867156.0,-9794.0,-2019.0,-13.0,2525.0,-5350.0,-8061.0
10.0,1.09399753046001E+016,-6352.0,15378.0,690.0,197654.0,9834977.0,-4058.0,8141.0,-4153.0,-4590.0,8785.0,-1319.0
8.0,1.09399753725619E+016,-7210.0,-10128.0,144.0,218811.0,7570309.0,-4283.0,2047.0,8801.0,-5548.0,6813.0,4773.0
97.0,1.09399754364088E+016,26884.0,-29457.0,1018.0,3067699.0,8376281.0,-2332.0,9240.0,-3028.0,-4438.0,578.0,-8942.0
75.0,1.09399755896865E+016,28923.0,-17995.0,44.0,8187098.0,6497209.0,-9838.0,-1500.0,-981.0,-788.0,4348.0,-8970.0
4.0,1.09399756450934E+016,28107.0,-18241.0,-183.0,2819232.0,9439130.0,-9767.0,-2144.0,-37.0,2418.0,-6973.0,-6746.0
88.0,1.09399757928607E+016,32329.0,-18406.0,-371.0,793635.0,5197478.0,-1922.0,-5178.0,8335.0,-4104.0,-6948.0,5904.0
10.0,1.09399758325972E+016,-6352.0,15377.0,691.0,89456.0,3145070.0,-4757.0,7201.0,-5051.0,-7014.0,6884.0,-1842.0
8.0,1.09399758845576E+016,-7210.0,-10128.0,143.0,202568.0,7729638.0,-4868.0,2508.0,8366.0,-5772.0,7026.0,4159.0
40.0,1.09399758887926E+016,22415.0,1989.0,366.0,2777208.0,2296789.0,4862.0,-8712.0,673.0,1688.0,-9591.0,2268.0
13.0,1.09399759019928E+016,26915.0,-29129.0,367.0,6401815.0,13401923.0,-3013.0,9462.0,-1177.0,888.0,9387.0,-3328.0
100.0,1.09399760307926E+016,24441.0,20970.0,1319.0,304506.0,603205.0,2904.0,-2111.0,9332.0,4217.0,-6961.0,-5808.0
4.0,1.0939976133138E+016,28106.0,-18241.0,-184.0,2773904.0,11240259.0,-9751.0,-2213.0,-48.0,5346.0,-6291.0,-5642.0
62.0,1.09399762985044E+016,24572.0,20743.0,262.0,56382.0,1036616.0,8352.0,5496.0,161.0,90.0,8201.0,-5720.0
10.0,1.09399763605939E+016,-6352.0,15376.0,691.0,77016.0,5711054.0,4382.0,-5676.0,-6969.0,5420.0,-8290.0,-1373.0
8.0,1.0939976396554E+016,-7209.0,-10129.0,143.0,161841.0,3593674.0,-2780.0,-3262.0,9034.0,-1954.0,-5982.0,7771.0
64.0,1.093997656785E+016,34105.0,-23705.0,220.0,5340070.0,23061228.0,-9380.0,-3440.0,404.0,-9417.0,-3362.0,43.0
4.0,1.09399766211829E+016,28105.0,-18241.0,-184.0,2747906.0,11983219.0,-9750.0,-2215.0,-109.0,6454.0,-5320.0,-5480.0
66.0,1.09399766559786E+016,34814.0,135.0,248.0,2040829.0,8913760.0,208.0,-9004.0,4345.0,-4708.0,-8087.0,3524.0
10.0,1.0939976888591E+016,-6351.0,15376.0,689.0,193750.0,11640258.0,5126.0,-5243.0,-6799.0,6746.0,-7099.0,-2019.0
8.0,1.09399769085503E+016,-7210.0,-10130.0,143.0,223217.0,10036337.0,-2426.0,-6936.0,6782.0,-1493.0,-9470.0,2843.0
4.0,1.09399771092274E+016,28103.0,-18242.0,-185.0,2778642.0,14579092.0,-9691.0,-2453.0,-251.0,4354.0,-7528.0,-4936.0
63.0,1.09399772249383E+016,34030.0,-24207.0,-479.0,1627992.0,20404003.0,-8314.0,-1714.0,-5285.0,9333.0,3305.0,-1402.0
24.0,1.09399772509594E+016,24005.0,-14439.0,529.0,3287664.0,27515577.0,5336.0,-8456.0,105.0,7673.0,-6399.0,399.0
71.0,1.09399773541379E+016,22630.0,2419.0,235.0,210358.0,1191256.0,9272.0,-2121.0,-3086.0,-5913.0,7404.0,-3195.0
10.0,1.0939977416588E+016,-6351.0,15376.0,689.0,185167.0,10650315.0,4612.0,-5588.0,-6891.0,6003.0,-7713.0,-2110.0
8.0,1.09399774205466E+016,-7210.0,-10130.0,142.0,211579.0,9262976.0,-1867.0,-7147.0,6739.0,-438.0,-9557.0,2908.0
106.0,1.09399774784132E+016,23405.0,-8955.0,119.0,303452.0,1936037.0,9949.0,-981.0,-195.0,6277.0,-7648.0,-1444.0
4.0,1.09399775972719E+016,28102.0,-18243.0,-186.0,2785260.0,14073583.0,-9690.0,-2452.0,-298.0,3997.0,-7534.0,-5220.0
105.0,1.09399775998353E+016,23875.0,-8839.0,-204.0,365126.0,9679696.0,3370.0,-1226.0,-9334.0,-9139.0,3966.0,-861.0
28.0,1.09399778241338E+016,33420.0,-3943.0,366.0,634876.0,11112656.0,-1159.0,-9072.0,-4042.0,-6156.0,7849.0,-692.0
49.0,1.09399779067621E+016,31980.0,-19018.0,-221.0,4113357.0,12743651.0,-6397.0,-7583.0,-1253.0,9943.0,793.0,-705.0
8.0,1.09399779325423E+016,-7209.0,-10130.0,142.0,199657.0,6315060.0,-2644.0,-5409.0,7983.0,-1977.0,-8586.0,4729.0
58.0,1.09399779442377E+016,21269.0,-3108.0,282.0,1958973.0,10552802.0,-1832.0,-9781.0,977.0,-1532.0,-9854.0,731.0
10.0,1.09399779445847E+016,-6351.0,15376.0,691.0,102055.0,5829240.0,4655.0,-5106.0,-7228.0,5995.0,-7764.0,-1941.0
4.0,1.09399780853166E+016,28100.0,-18242.0,-186.0,2783582.0,9495247.0,-9759.0,-2155.0,-314.0,4175.0,-4634.0,-7815.0
23.0,1.09399782669295E+016,24580.0,-14804.0,136.0,4621932.0,15909466.0,5258.0,-8406.0,1296.0,-6507.0,7568.0,609.0
47.0,1.09399783197661E+016,32768.0,-24160.0,-241.0,1925561.0,16256999.0,-9639.0,-2011.0,-1743.0,8270.0,5613.0,308.0
73.0,1.09399783585806E+016,21927.0,-20335.0,-144.0,3360356.0,11267714.0,373.0,-9941.0,1017.0,19.0,-9997.0,200.0
67.0,1.0939978359094E+016,22149.0,-8829.0,-99.0,159048.0,1602689.0,858.0,850.0,9926.0,4387.0,5686.0,6958.0
8.0,1.09399784445389E+016,-7210.0,-10130.0,142.0,179159.0,5395498.0,-2691.0,-5593.0,7840.0,-1659.0,-8574.0,4870.0
10.0,1.09399784725817E+016,-6351.0,15376.0,692.0,74358.0,5453996.0,8746.0,-3712.0,-3117.0,9009.0,-4334.0,-204.0
4.0,1.09399785733614E+016,28098.0,-18242.0,-185.0,2872303.0,8633472.0,-9788.0,-2026.0,-265.0,-4207.0,-3600.0,-8326.0
38.0,1.09399786295308E+016,5396.0,-13080.0,-105.0,1779380.0,10891541.0,3461.0,7569.0,-5543.0,-9148.0,-3712.0,-1586.0
8.0,1.09399789565352E+016,-7209.0,-10130.0,142.0,189062.0,8699872.0,615.0,-7819.0,6202.0,3755.0,-8913.0,2539.0
10.0,1.09399790005788E+016,-6351.0,15375.0,692.0,169509.0,11610950.0,7560.0,-6220.0,-2033.0,7873.0,-6157.0,-306.0
4.0,1.09399790614064E+016,28097.0,-18242.0,-185.0,2878120.0,8512964.0,-9786.0,-2048.0,-161.0,-4478.0,-4478.0,-7738.0
69.0,1.09399791129151E+016,5188.0,-12996.0,288.0,5423448.0,13440861.0,7737.0,6331.0,-225.0,9069.0,4074.0,-1070.0
61.0,1.09399792562142E+016,24756.0,20675.0,-408.0,938617.0,5289184.0,8445.0,4816.0,-2341.0,6496.0,7601.0,119.0
99.0,1.09399793322085E+016,25030.0,20927.0,1608.0,220832.0,1252026.0,7610.0,-3222.0,-5629.0,-3642.0,-9200.0,1446.0
14.0,1.09399794191468E+016,27362.0,-29124.0,-298.0,1059740.0,63833847.0,-1053.0,-1362.0,-9850.0,-985.0,-9949.0,-174.0
8.0,1.09399794685316E+016,-7209.0,-10130.0,141.0,207218.0,10568205.0,-717.0,-9063.0,4164.0,1057.0,-9823.0,1543.0
54.0,1.09399794749808E+016,18723.0,-20495.0,121.0,2482622.0,14644989.0,8363.0,-4782.0,2681.0,9805.0,-1464.0,1304.0
10.0,1.09399795285756E+016,-6351.0,15375.0,691.0,161763.0,10317967.0,5274.0,-7942.0,-3014.0,5013.0,-8631.0,-604.0
59.0,1.09399795372129E+016,33518.0,-3433.0,234.0,373169.0,1740683.0,1852.0,-9385.0,-2911.0,-8832.0,157.0,-4686.0
4.0,1.0939979549451E+016,28096.0,-18243.0,-183.0,2850699.0,7588165.0,-9779.0,-2087.0,-78.0,-1717.0,-5663.0,-8060.0
53.0,1.09399795973445E+016,19369.0,-20500.0,-355.0,3666014.0,8633454.0,7196.0,-6099.0,-3317.0,-8074.0,2314.0,-5426.0
16.0,1.09399796367739E+016,33082.0,-23768.0,-31.0,5560361.0,25264732.0,-8223.0,-5667.0,-504.0,-7464.0,-6525.0,-1299.0
19.0,1.09399796449499E+016,24114.0,-22855.0,363.0,7502289.0,10772331.0,3846.0,9189.0,867.0,2557.0,9667.0,-49.0
68.0,1.09399798870907E+016,22107.0,-9399.0,681.0,893184.0,2781057.0,8243.0,-1800.0,-5366.0,-8183.0,690.0,-5705.0
74.0,1.09399799027787E+016,21618.0,-20370.0,894.0,1990000.0,21087579.0,-3248.0,-9379.0,1215.0,-516.0,-9983.0,268.0
8.0,1.09399799805273E+016,-7210.0,-10130.0,142.0,235274.0,11429361.0,-1897.0,-8645.0,4652.0,-866.0,-9808.0,1744.0
4.0,1.09399800374955E+016,28094.0,-18243.0,-185.0,2886709.0,9556628.0,-9765.0,-2140.0,-237.0,-3990.0,-5673.0,-7202.0
10.0,1.09399800565725E+016,-6351.0,15375.0,690.0,162110.0,8899445.0,4269.0,-7009.0,-5713.0,4361.0,-8841.0,-1673.0
13.0,1.09399804729499E+016,26905.0,-29103.0,364.0,6311457.0,11054304.0,-2938.0,9487.0,-1163.0,2819.0,8829.0,-3752.0
8.0,1.09399804925237E+016,-7210.0,-10129.0,147.0,249036.0,6046350.0,757.0,-1691.0,9826.0,7020.0,1205.0,7018.0
4.0,1.09399805255403E+016,28093.0,-18243.0,-184.0,2905197.0,9699313.0,-9776.0,-2096.0,-181.0,-5471.0,-4946.0,-6753.0
97.0,1.09399805453929E+016,26881.0,-29444.0,1011.0,3087847.0,8533417.0,-2398.0,9173.0,-3177.0,-4590.0,496.0,-8870.0
75.0,1.093998055771E+016,28883.0,-18001.0,39.0,8195384.0,6875318.0,-9836.0,-1462.0,-1049.0,-807.0,4674.0,-8803.0
10.0,1.09399805845694E+016,-6351.0,15375.0,690.0,171328.0,8267529.0,4684.0,-5667.0,-6777.0,5820.0,-7783.0,-2355.0
