1,0,0,10.5
1,0,0.01,10.5
1,0,0.02,1.27
1,0,0.03,1.27
1,0,0.04,0
1,0,0.05,0
1,0,0.06,0
1,0,0.07,0
1,0,0.08,0
1,0,0.09,0
1,0,0.1,10.5
1,0,0.11,10.5
1,0,0.12,1.27
1,0,0.13,1.27
1,0,0.14,0
1,0,0.15,0
1,0,0.16,0
1,0,0.17,0
1,0,0.18,0
1,0,0.19,0
1,0,0.2,10.5
1,0,0.21,10.5
1,0,0.22,1.27
1,0,0.23,1.27
1,0,0.24,0
1,0,0.25,0
1,0,0.26,0
1,0,0.27,0
1,0,0.28,0
1,0,0.29,0
1,0,0.3,10.5
1,0,0.31,10.5
1,0,0.32,1.27
1,0,0.33,1.27
1,0,0.34,0
1,0,0.35,0
1,0,0.36,0
1,0,0.37,0
1,0,0.38,0
1,0,0.39,0
1,0,0.4,10.5
1,0,0.41,10.5
1,0,0.42,1.27
1,0,0.43,1.27
1,0,0.44,0
1,0,0.45,0
1,0,0.46,0
1,0,0.47,0
1,0,0.48,0
1,0,0.49,0
1,0,0.5,10.5
1,0,0.51,10.5
1,0,0.52,1.27
1,0,0.53,1.27
1,0,0.54,0
1,0,0.55,0
1,0,0.56,0
1,0,0.57,0
1,0,0.58,0
1,0,0.59,0
1,0,0.6,10.5
1,0,0.61,10.5
1,0,0.62,1.27
1,0,0.63,1.27
1,0,0.64,0
1,0,0.65,0
1,0,0.66,0
1,0,0.67,0
1,0,0.68,0
1,0,0.69,0
1,0,0.7,10.5
1,0,0.71,10.5
1,0,0.72,1.27
1,0,0.73,1.27
1,0,0.74,0
1,0,0.75,0
1,0,0.76,0
1,0,0.77,0
1,0,0.78,0
1,0,0.79,0
1,0,0.8,10.5
1,0,0.81,10.5
1,0,0.82,1.27
1,0,0.83,1.27
1,0,0.84,0
1,0,0.85,0
1,0,0.86,0
1,0,0.87,0
1,0,0.88,0
1,0,0.89,0
1,0,0.9,10.5
1,0,0.91,10.5
1,0,0.92,1.27
1,0,0.93,1.27
1,0,0.94,0
1,0,0.95,0
1,0,0.96,0
1,0,0.97,0
1,0,0.98,0
1,0,0.99,0
1,1,1,10.5
1,1,1.01,10.5
1,1,1.02,1.27
1,1,1.03,1.27
1,1,1.04,0
1,1,1.05,0
1,1,1.06,0
1,1,1.07,0
1,1,1.08,0
1,1,1.09,0
1,1,1.1,10.5
1,1,1.11,10.5
1,1,1.12,1.27
